learning_rate,batch_size,dropout,epochs,val_loss
0.0005899498486025431,128,0.36631393159668146,75,1.2241131769123736
0.0008108590878381507,2048,0.022789848147207747,75,4.400034323724803
0.0006583253517040478,8,0.07355417443052814,75,7.982027559394617
0.000906823441788406,512,0.3649944541569699,75,7.330866247685111
2.3372834101427453e-05,8,0.18997072732625997,75,1.0166950163608086
0.0007178748103163375,16,0.46804831492190835,75,7.990577298421874
0.00020368561119519173,8,0.38033129337767496,75,2.2557193784974987
0.0004984385231692747,64,0.4685437293078162,75,7.350569457229831
0.0007053100433114729,128,0.4750271973995026,75,5.542060887269321
0.0006613910231536207,64,0.43785319947520007,75,7.577719977429887
0.0008972895456902643,32,0.10866906782937252,75,7.9820881431717625
0.0004966282596295294,128,0.2919124695052552,75,1.2088282557767416
0.000670378017546881,16,0.2494884032227196,75,8.002921317201565
0.00013457289296939224,64,0.009777935344457367,75,1.071948529614873
0.0006199192981732545,128,0.2421219384850689,75,1.213999826734002
0.0008421913490759043,32,0.3345107139793911,75,7.989206492327133
0.0007734839448071986,64,0.32324237916861004,75,7.457738232062173
0.0006666666335239814,64,0.07077579471202494,75,7.517307231189473
0.00014780975632766428,512,0.44964539189708713,75,1.242371287643773
7.273512684166143e-05,512,0.394057341208009,75,1.2406840912930046
0.0005899918607537903,128,0.21238644269802925,75,7.40557694993092
0.00032767159712830397,2048,0.2862056511599969,75,1.246325381769959
0.0009757359617683217,8,0.2540608462471703,75,7.982256520259466
0.0007335468900369225,256,0.15196918879486127,75,7.341992695090061
0.0007425360842082813,512,0.007044950397658345,75,4.65702492535831
0.00026836703034971015,2048,0.2324751996112957,75,1.2531691857809444
0.000550760564850414,16,0.035077001836258115,75,7.506450872059865
0.00029840049985343055,8,0.4470833037638556,75,7.983601710931745
0.0006177892995354946,512,0.2352446017730601,75,1.299205735723943
0.00046799940608259374,16,0.1472891346362169,75,7.991208764561959
0.0009945573727643366,32,0.04174113530540957,75,7.449978500386594
0.0005105257522755051,128,0.03336193345745675,75,1.152704741808478
0.0007003063934196191,256,0.41588568251402047,75,6.021759256643502
0.0007353257235738622,16,0.0347035575202056,75,7.984708865139317
0.0005147516236940601,128,0.0007166348051086957,75,1.1056520114065294
0.00029149132681412937,128,0.39632877823329765,75,1.1200513044662812
0.0005118197727411124,128,0.3244863102409921,75,1.1857102231678354
0.0008123645778249369,16,0.1580476962061585,75,7.982094411831016
0.00013215401669433355,1024,0.1782383349951217,75,1.1541825789601678
0.0004882561585906466,128,0.022251675731932763,75,1.1317387979145461
0.00030205032966524936,16,0.3012129799320328,75,7.988405107657641
0.0005353370434030625,1024,0.10806164638274812,75,1.1842111875168262
0.0009023366487916501,256,0.1802185487277545,75,7.439480346332765
0.000310657413133757,1024,0.23602159308866005,75,1.1700727179050048
0.0005778852182592378,8,0.03249024702185643,75,7.985618085323995
0.0008246960928840448,1024,0.2045203970425059,75,6.752250752884955
0.0001224131399507327,256,0.4485290006572871,75,1.1681160349792075
0.00013288248157217276,64,0.15627460826653133,75,1.056284370636634
0.0009394902033692427,8,0.07057922641434378,75,7.982026084871379
0.0007270900528237754,16,0.42452713432364697,75,7.9820258205509775
0.00023389575176285495,2048,0.14484608620522005,75,1.2373114853500207
0.0003712589989972156,2048,0.35852700703266926,75,1.3319580873593955
0.000446489460380535,8,0.19441064057188695,75,7.983871466413576
0.0006250196621534211,32,0.30188504359673757,75,7.556939502357977
0.00035531607331288305,256,0.20560508057086385,75,1.1153488382585166
0.0007781152872347734,32,0.2779692157916052,75,7.602230920305814
0.0008426954660167049,2048,0.16379141467154706,75,4.845909152214606
0.00011895594677842178,256,0.20337316573440972,75,1.1045596980054917
0.000785184295322274,16,0.06957354650801273,75,8.021804598386574
0.000783010780156042,1024,0.3350700787693951,75,4.804167647463505
0.0005570629126214116,32,0.042577012008070736,75,7.55322897492892
0.0003728660515713577,512,0.2510707849040241,75,1.2872322931444844
0.0007480466278973879,16,0.006018206317258801,75,8.017751674181952
0.0005539008977612224,512,0.16180636554054584,75,1.2270912121458726
0.0005218759481481898,1024,0.11799097156463723,75,1.1942619751652703
0.00043486194714680883,256,0.41777327603382647,75,1.1414503504876015
0.0005802083729322189,8,0.3906328181136345,75,7.982884927325594
0.00017735520345171394,8,0.20237530652141894,75,2.24973294164187
0.0005233872037872994,128,0.34880774465028075,75,1.1738015945900482
0.0004320077102497285,2048,0.46007825706097083,75,1.3150184525733277
0.0003041151394088679,1024,0.38817079707540575,75,1.1746799457279022
0.0009410570602734714,1024,0.25290938763124227,75,7.278569072528431
0.0005420348051082879,512,0.15504286657764782,75,1.2214478709482255
0.0005074007845342418,512,0.24736809139857346,75,1.2185610331714263
0.0005609914083290492,1024,0.3190511517325444,75,1.2053374318968844
0.0003303706102679039,32,0.32810456433424795,75,1.2415648616585642
0.00023827077261894276,8,0.31906370222945424,75,7.984814469365797
2.6406949411225335e-05,32,0.4176111661847211,75,1.108910563465257
0.00010230474981001898,16,0.39458614450750873,75,1.3040665328665166
0.00029501437220874,2048,0.26261395533212056,75,1.2692948800475625
0.00036081785449012084,2048,0.4317379885218636,75,1.3406813072235533
0.0004525133454912538,256,0.0690920114593645,75,1.1546650131891738
0.00042523687682416835,2048,0.47707066789133706,75,1.3479381175407104
0.000414306742205863,256,0.17560161556290965,75,1.1432005743941034
0.0008532500967769314,16,0.2652874745218587,75,7.982025264437985
0.000945671538849051,16,0.14579560508945932,75,7.98230142239658
0.000724591450064603,512,0.18883613496113533,75,7.33160857078887
0.0006115847550529041,64,0.4000777537287765,75,7.445685600381137
0.0009776179130321643,1024,0.4107222158782612,75,7.2687208113873805
0.0004950438002689569,1024,0.3339170751289468,75,1.2092847458207476
0.0007639298668456285,512,0.3293929758793959,75,4.871644628626183
0.0006520901927448146,2048,0.08772294881865839,75,1.3047510632087373
0.0007285181557546458,128,0.10609132585263248,75,7.345854812917486
0.0004566800118240552,2048,0.026983679796967086,75,1.2681028886355443
0.00012837446599442415,8,0.17757144369660888,75,1.3405630855360962
0.000176256188029479,512,0.2316613353387209,75,1.1729043519381313
0.0002831139131654641,32,0.20046012838004035,75,1.3356887585338526
0.0004042434619739281,128,0.23531555948448785,75,1.1295829899226637
0.000850799476577467,32,0.25368146954824744,75,7.982686332331398
0.00011895594677842178,256,0.20337316573440972,75,1.1045596980054917
0.00029501437220874,2048,0.26261395533212056,75,1.2692948800475625
0.0004015337458721062,512,0.18718331482748143,75,1.2144422934685588
0.0008532500967769314,8,0.2810967820317075,75,7.982025425577467
0.0007247368858995411,32,0.4583945242450173,75,8.005653341207223
0.000796290861449372,2048,0.0,75,2.8924425171702697
0.0005353370434030625,1024,0.20252082099291127,75,1.1770435742063543
0.0004320077102497285,1024,0.46007825706097083,75,1.1951241975826632
0.0006250196621534211,64,0.30188504359673757,75,7.434986035555408
0.00036081785449012084,2048,0.4317379885218636,75,1.3406813072235533
0.00029840049985343055,16,0.4470833037638556,75,5.633670235624647
0.0007270900528237754,16,0.43666599203314654,75,6.681383951545546
0.00030205032966524936,16,0.3012129799320328,75,7.988405107657641
0.00096567247908277,1024,0.25290938763124227,75,4.738865412780008
0.0005147516236940601,128,0.0007166348051086957,75,1.1056520114065294
0.0005539008977612224,512,0.36631393159668146,75,1.2421843231713277
0.0009945573727643366,16,0.04174113530540957,75,7.982031586621371
0.0009023366487916501,256,0.1802185487277545,75,7.439480346332765
0.00017735520345171394,16,0.20237530652141894,75,1.349331739782403
0.0004566800118240552,1024,0.06299868153111325,75,1.1315510762149978
0.0007392028106763723,512,0.17173322414095418,75,7.156083221699003
0.000670378017546881,16,0.2494884032227196,75,8.002921317201565
0.00026777117271237775,16,0.33876353935265396,75,2.2308152507661094
0.00040669063120036815,1024,0.35852700703266926,75,1.1653613250365098
0.0002532841628486645,1024,0.23602159308866005,75,1.1469972802945168
0.00066466943120175,2048,0.08772294881865839,75,1.2888395221432647
0.0005623847093977408,16,0.0,75,6.699697738760706
0.0008246960928840448,128,0.2045203970425059,75,7.336976362425127
0.0009410570602734714,1024,0.25290938763124227,75,7.278569072528431
0.0007631957284980073,1024,0.2814486249518077,75,4.631084248092253
0.000945671538849051,16,0.14579560508945932,75,7.98230142239658
0.000906823441788406,512,0.5,75,7.366983208776317
0.00035531607331288305,256,0.20560508057086385,75,1.1153488382585166
