learning_rate,batch_size,dropout,epochs,val_loss
0.0003728660515713577,8,0.2510707849040241,75,7.9873527283717864
0.00018827179934219248,2048,0.1434043001497137,75,1.2099700353409664
0.0003509485141707388,1024,0.488337774813327,75,1.2175202141320507
0.0006583253517040478,8,0.07355417443052814,75,7.982027559394617
0.00023389575176285495,1024,0.0776390995974966,75,1.1204890219083201
0.0004984385231692747,128,0.4685437293078162,75,7.258640411402879
0.00023389575176285495,2048,0.14484608620522005,75,1.2373114853500207
0.0001091593163175787,2048,0.12660414845478055,75,1.2218116540914843
0.00014950082293254253,1024,0.44964539189708713,75,1.2160126423851745
0.00023658701726704255,16,0.31906370222945424,75,2.2379028207216805
0.00037667432321305036,512,0.2615023383268297,75,1.2291055708135665
0.0008879033636268477,16,0.003233450563801199,75,7.982122469805962
0.00019880779932954405,8,0.3775635600146247,75,2.2567000740025835
0.00036624005147827405,256,0.20560508057086385,75,1.1470368239451976
0.0007734839448071986,64,0.32324237916861004,75,7.457738232062173
0.00023389575176285495,1024,0.05230003019769536,75,1.1318715621375597
0.000498907909769669,1024,0.11799097156463723,75,1.1697226755889416
0.0005539008977612224,1024,0.16180636554054584,75,1.1544536606177351
0.0007409926606109871,256,0.3293929758793959,75,7.4240637681690345
0.0007639298668456285,512,0.26536274992406683,75,6.502341987468408
0.0005218759481481898,1024,0.11799097156463723,75,1.1942619751652703
0.00011895594677842178,256,0.20337316573440972,75,1.1045596980054917
0.0005074007845342418,1024,0.24736809139857346,75,1.2004965002040433
0.0003501789764578693,256,0.22409930807743964,75,1.165313096215201
0.00011895594677842178,256,0.19860658897521474,75,1.0912003529402938
0.000310657413133757,1024,0.23602159308866005,75,1.1700727179050048
0.00014950082293254253,512,0.44964539189708713,75,1.2165620626098868
0.00013457289296939224,32,0.0,75,1.071674368011022
0.0001091593163175787,2048,0.01855590528998108,75,1.2312616073969356
0.0007003063934196191,256,0.41588568251402047,75,6.021759256643502
2.3372834101427453e-05,8,0.18997072732625997,75,1.0166950163608086
0.0003369817385402507,512,0.5,75,1.2478246709223089
0.0005278300073522856,512,0.24736809139857346,75,4.156253474804325
0.0001091593163175787,2048,0.09326202785611193,75,1.2074368130887987
0.0006520901927448146,8,0.18997072732625997,75,7.98250199423563
0.0005008379289252169,512,0.24736809139857346,75,1.2288661073337526
0.00016059783165995535,2048,0.15380099058548066,75,1.2535348369556876
1.2892166350725929e-05,32,0.4176111661847211,75,1.2013517319989795
0.0005420348051082879,512,0.15504286657764782,75,1.2214478709482255
0.0005609914083290492,1024,0.38817079707540575,75,1.2005594229797445
0.00013288248157217276,64,0.17640333014569032,75,1.143853812113199
0.00041632498612951434,2048,0.4592497210843706,75,1.331114693206184
0.0004566800118240552,1024,0.06299868153111325,75,1.1315510762149978
0.0003096621608117223,2048,0.38817079707540575,75,1.2735415673222878
0.00040834835663020513,1024,0.46007825706097083,75,1.1869194373254173
0.0005147516236940601,256,0.01275472667922728,75,1.1241721372651325
0.00018827179934219248,2048,0.1434043001497137,75,1.2099700353409664
0.00011895594677842178,1024,0.0776390995974966,75,1.0995724828439368
0.0005539008977612224,512,0.16180636554054584,75,1.2270912121458726
0.0004566800118240552,1024,0.15740247639794172,75,1.1594212109669864
0.0005539008977612224,512,0.1473150845274118,75,1.2194024218257173
0.0005539008977612224,32,0.4176111661847211,75,7.602165449815141
0.0003041151394088679,1024,0.38817079707540575,75,1.1746799457279022
0.0005420348051082879,256,0.16404009433847375,75,7.305742482517481
0.0005128065593698704,128,0.2919124695052552,75,1.1830914807249673
0.00047325441032324776,256,0.24736809139857346,75,1.177917756615008
0.0009410570602734714,1024,0.25290938763124227,75,7.278569072528431
0.00023389575176285495,1024,0.0776390995974966,75,1.1204890219083201
0.0003041151394088679,1024,0.03336193345745675,75,1.1098405957266542
0.0009410570602734714,512,0.25290938763124227,75,6.989984854020998
0.0005114959984991638,512,0.11799097156463723,75,4.391925287809056
0.00018827179934219248,1024,0.1672325425547117,75,1.114821269359941
0.0004566800118240552,1024,0.06299868153111325,75,1.1315510762149978
0.00013457289296939224,128,0.0007166348051086957,75,1.0485306662867075
0.00023389575176285495,1024,0.0776390995974966,75,1.1204890219083201
0.0004885842769271108,128,0.03336193345745675,75,1.397442505887597
0.0005147516236940601,128,0.0007166348051086957,75,1.1056520114065294
0.00035531607331288305,64,0.15627460826653133,75,1.16214427488371
2.3372834101427453e-05,16,0.18997072732625997,75,1.0699522324100326
4.7447677954128866e-05,16,0.18138835599452335,75,1.0629115285825301
0.00011895594677842178,1024,0.20337316573440972,75,1.1704559975591031
0.0005105257522755051,1024,0.03336193345745675,75,1.176366638525641
0.0005144662579820213,128,0.0,75,1.1842401893673475
0.0002375399317289305,512,0.0776390995974966,75,1.1658966633372303
0.00035531607331288305,512,0.11041699697604211,75,1.2204523116940738
0.00023389575176285495,2048,0.14723598582102498,75,1.2278930722769879
0.0005010410432675236,128,0.03336193345745675,75,1.1311548714981439
0.0002291857751109319,1024,0.0776390995974966,75,1.1243078465130227
4.413171805735792e-05,16,0.18997072732625997,75,1.0510305532149986
0.0005147516236940601,128,0.0007166348051086957,75,1.1056520114065294
0.00020401602205947838,1024,0.1672325425547117,75,1.134401013702792
0.0002857334115397042,1024,0.21170082663224504,75,1.116967995035221
0.0005074007845342418,1024,0.3409325441992212,75,1.1835430364982191
0.00033100230268045974,128,0.14645214376246599,75,1.0709592668437147
0.00013457289296939224,32,0.0,75,1.071674368011022
0.00013288248157217276,128,0.23741869132706703,75,1.0670786069812608
0.00035531607331288305,256,0.20560508057086385,75,1.1153488382585166
0.00029377481445981156,128,0.43992322157563735,75,1.1837930599646496
0.0004566800118240552,512,0.06299868153111325,75,1.2094977380281786
0.0005539008977612224,512,0.11834079891860558,75,1.2313138450660595
0.00035531607331288305,512,0.20560508057086385,75,1.1890343919086523
0.00023389575176285495,1024,0.0776390995974966,75,1.1204890219083201
0.00035531607331288305,512,0.24326823197712805,75,1.23635271045557
0.0005147516236940601,64,0.015964203267401753,75,7.329699231133371
2.3372834101427453e-05,1024,0.11799097156463723,75,1.2679438329231736
0.00015132680528334136,32,0.0,75,1.227121455308428
0.0005337418932502907,128,0.0007166348051086957,75,1.1752040169690539
2.3372834101427453e-05,8,0.18997072732625997,75,1.0166950163608086
0.0005218759481481898,8,0.18997072732625997,75,7.98315296086773
0.00013457289296939224,256,0.20560508057086385,75,1.1114696733345584
0.0004893044444354212,512,0.06299868153111325,75,1.2042446435111327
0.0002212115641630393,512,0.1144869944896385,75,1.1259579456857018
2.3372834101427453e-05,256,0.18997072732625997,75,1.1794795160238063
0.00023389575176285495,1024,0.0776390995974966,75,1.1204890219083201
0.00024091668389314481,2048,0.23602159308866005,75,1.2457118196350856
0.00033064857093906746,2048,0.23602159308866005,75,1.2479432233829804
0.00044870077400840534,1024,0.07002570963343988,75,1.1598549993568683
0.00035531607331288305,512,0.10350482394600835,75,1.1862014619820438
0.0005380976114089431,256,0.0,75,1.134682342260713
0.0003041151394088679,1024,0.3495673325110035,75,1.1642346883708146
2.3372834101427453e-05,8,0.18997072732625997,75,1.0166950163608086
0.0003041151394088679,1024,0.0,75,1.1052203114897343
0.0004766336965502623,1024,0.17604933938005893,75,1.187005267312376
2.6406949411225335e-05,32,0.4176111661847211,75,1.108910563465257
4.7447677954128866e-05,16,0.18138835599452335,75,1.0629115285825301
0.00013457289296939224,32,0.20560508057086385,75,1.2829932467297023
2.3372834101427453e-05,256,0.20560508057086385,75,1.180045773329174
2.6406949411225335e-05,32,0.4176111661847211,75,1.108910563465257
2.3372834101427453e-05,16,0.18997072732625997,75,1.0699522324100326
0.00011319630077193492,64,0.19116198496847991,75,1.0729074996085055
0.00016233896637891097,128,0.0,75,1.0503301875791209
0.0005147516236940601,128,0.20560508057086385,75,1.1753819172010405
0.00013457289296939224,64,0.0,75,1.062947693900862
0.0005147516236940601,128,0.018703703148143565,75,1.1644788214570425
0.0005303367771106473,128,0.0007166348051086957,75,1.232654336605325
0.00013457289296939224,32,0.009652426081326621,75,1.0809697249532546
4.7447677954128866e-05,32,0.22098705985923345,75,1.058547648605314
0.0005147516236940601,32,0.0007166348051086957,75,4.591308977841467
0.00013457289296939224,16,0.07887731556165507,75,1.2904928709475807
2.3372834101427453e-05,8,0.18997072732625997,75,1.0166950163608086
0.0001373572546430345,64,0.18948308515389709,75,1.0941099431383294
0.0003013225752272586,1024,0.03336193345745675,75,1.1272555953936583
0.00011895594677842178,128,0.20337316573440972,75,1.0773231271109784
0.0003041151394088679,512,0.01660669606199758,75,1.1837077576463821
0.00035531607331288305,128,0.18950374596234298,75,1.1061433884680056
2.6406949411225335e-05,32,0.4115004258460847,75,1.117495577642313
0.00035531607331288305,512,0.20560508057086385,75,1.1890343919086523
2.3372834101427453e-05,8,0.18997072732625997,75,1.0166950163608086
0.0003041151394088679,128,0.0,75,1.0796502721600967
0.0001198260181994764,2048,0.140857386705528,75,1.244906585137135
0.00035531607331288305,128,0.20560508057086385,75,1.1419093299988305
4.395505592875563e-05,16,0.4176111661847211,75,1.109885864480312
0.00011895594677842178,256,0.2417279263715694,75,1.1097115115403855
0.00013288248157217276,32,0.1605948841712938,75,1.1133122649704486
2.3372834101427453e-05,16,0.18997072732625997,75,1.0699522324100326
0.0005147516236940601,128,0.18997072732625997,75,1.2239252787927437
0.00011895594677842178,1024,0.18997072732625997,75,1.142076399303657
6.470008597398431e-05,16,0.15061406505274272,75,1.1431066529911713
2.3372834101427453e-05,8,0.18997072732625997,75,1.0166950163608086
0.00033100230268045974,128,0.14645214376246599,75,1.0709592668437147
0.00014025771308964676,128,0.015952384469542037,75,1.0354958185184597
0.00035531607331288305,32,0.20560508057086385,75,1.352831945221335
0.0005147516236940601,128,0.03807385518137336,75,1.154678777257182
0.00011895594677842178,256,0.20560508057086385,75,1.1146688114842522
2.3372834101427453e-05,8,0.1034082830892146,75,1.0414095346152177
0.00035531607331288305,256,0.07205085404102196,75,1.1095096661377353
0.0002558731986813328,1024,0.17813553452498818,75,1.1514687146500944
0.0005147516236940601,128,0.0,75,7.141673630443534
0.00014070876549362942,128,0.15627460826653133,75,1.064786160034437
2.3372834101427453e-05,8,0.18997072732625997,75,1.0166950163608086
0.0003578467368615589,128,0.17203403034753112,75,1.119358784115878
0.0005147516236940601,64,0.0,75,7.271993516765381
