learning_rate,batch_size,dropout,epochs,val_loss
0.0009864350906019957,64,0.3581791987331659,75,7.208038941109423
8.940945124953521e-05,256,0.26559609589569516,75,1.1160964322213136
0.0009475655201637463,256,0.19204993744649024,75,7.031537163827716
9.966719455297119e-05,1024,0.28235576924386413,75,1.2450295099780129
0.0009883282560131925,512,0.2638512358895352,75,6.060118126336991
0.000860911796380465,512,0.49240785266299364,75,4.650240159849478
0.0004490492439425838,64,0.06593189885916634,75,1.2616841880431249
0.0009798076804475354,16,0.3394884174567998,75,7.64463081105503
0.0009458581306278934,64,0.23771596239508735,75,7.1547305349824635
0.0003468933301994141,128,0.3951764975444657,75,1.1616909161206785
0.00038336842836102545,256,0.23354419971663126,75,1.091488152591992
0.0004279065781803466,128,0.2135867773880455,75,1.1488878013444765
0.00066620963192008,512,0.11351435590927439,75,4.246197719658538
0.0007363602436312156,256,0.26919508656830776,75,5.94616507192248
0.00023475413210787482,64,0.022996348774120323,75,1.1016930441305681
0.000347183360393631,16,0.3244250005139794,75,7.64463082072047
0.000680925362562434,2048,0.4076766706226438,75,3.6827226783635307
0.0009604682975431318,64,0.05967650526677837,75,6.890936786121862
0.0005489772156715418,512,0.19821597710995592,75,1.247583403567216
4.00256261094389e-05,1024,0.077436947292993,75,1.2599798856746942
0.0006696214780430096,128,0.3298212813284162,75,7.1129597889546305
0.0006999941332531625,256,0.04886494806053904,75,1.182878614438657
0.00022874784904357455,2048,0.04642131916424297,75,1.2870896483088454
0.0002953901107825213,128,0.20130684030501383,75,1.0932341577318407
0.0006338621797767717,1024,0.04837221922206014,75,1.2351136711320774
0.0005564188125909204,1024,0.37335667275908097,75,1.292519821718035
0.0006981473481668061,8,0.16833456224530458,75,7.645809029870712
0.0009093686713674018,512,0.2064341308278017,75,6.987076082166108
0.00013747145802284736,16,0.0702451497613385,75,1.2165646470815354
0.0008337667923028287,256,0.08871476460219424,75,7.018724830625773
0.00035384555104142694,512,0.4070370114556995,75,1.1582649302025259
0.0008849166664562595,2048,0.14778875433763905,75,5.507836784081004
0.0005437260956676089,64,0.01045437984319908,75,6.942483441360248
0.0002908639390364028,128,0.4181941983146579,75,1.1655818923524977
0.000570111118575963,16,0.19165414518571222,75,7.650145847124
0.000504903516290867,8,0.17166684702441132,75,7.652951892388288
0.00025523792961675517,128,0.45428703032370704,75,1.1425042096264524
0.0009983848677462038,1024,0.4186585886290829,75,5.660409691037367
0.0006506853762849177,128,0.054587997596962756,75,6.947884946403071
0.000726846501986772,2048,0.008485745941654244,75,1.352387322121535
0.0008961871972657383,2048,0.04838819627895674,75,6.9138551842350005
0.0006650738818003328,16,0.01779022804072733,75,7.334337917051584
2.8545551128681522e-05,512,0.08416546517924928,75,1.2129090392271866
0.0009423920363021261,256,0.29802063642462623,75,7.111617560913249
0.0002938361685605041,32,0.2316190134318774,75,1.2486591918313437
0.0005934135925510714,2048,0.49106749410909245,75,1.3932711547562624
0.0005458410538050555,512,0.03901993620098021,75,1.1595636672820904
0.00021089547272313996,128,0.3093075255405564,75,1.08630876568708
0.0002120122837551312,1024,0.21998026752777483,75,1.206137979206789
0.00018190243967826283,16,0.14809112972186012,75,1.3729713341862242
0.0007007402234529785,32,0.13516453463335376,75,7.116554297827424
0.0005472423922509512,8,0.05893404955796677,75,7.669397968871622
0.0005694622657210316,2048,0.3190666197651442,75,1.3664204856396422
0.00033530314802222497,128,0.4942619391477215,75,1.2106067336173336
0.00033697717864374186,512,0.26807249115750753,75,1.1375894981240997
